frame,t_sec,landmark,x_world,y_world,z_world,visibility,width,height,fps
0,0.0,NOSE,0.004124512895941734,-0.6069685816764832,-0.34265345335006714,0.9999985694885254,480,854,29.0
0,0.0,LEFT_EYE_INNER,0.013740628957748413,-0.6468968987464905,-0.33018335700035095,0.9999940395355225,480,854,29.0
0,0.0,LEFT_EYE,0.014185795560479164,-0.647342324256897,-0.32951849699020386,0.9999935626983643,480,854,29.0
0,0.0,LEFT_EYE_OUTER,0.01418535877019167,-0.6477706432342529,-0.3295058012008667,0.9999934434890747,480,854,29.0
0,0.0,RIGHT_EYE_INNER,-0.019357843324542046,-0.6425642967224121,-0.3290727734565735,0.9999934434890747,480,854,29.0
0,0.0,RIGHT_EYE,-0.01898614875972271,-0.6435344219207764,-0.3298055827617645,0.9999927282333374,480,854,29.0
0,0.0,RIGHT_EYE_OUTER,-0.019000370055437088,-0.6448301672935486,-0.32852333784103394,0.999991774559021,480,854,29.0
0,0.0,LEFT_EAR,0.06856974959373474,-0.6466091871261597,-0.2211715131998062,0.99998939037323,480,854,29.0
0,0.0,RIGHT_EAR,-0.082547627389431,-0.6392449736595154,-0.22593705356121063,0.9999850988388062,480,854,29.0
0,0.0,MOUTH_LEFT,0.027917886152863503,-0.5873197913169861,-0.3017502725124359,0.999997615814209,480,854,29.0
0,0.0,MOUTH_RIGHT,-0.016154218465089798,-0.5833905935287476,-0.3018994629383087,0.9999967813491821,480,854,29.0
0,0.0,LEFT_SHOULDER,0.17317317426204681,-0.4678526818752289,-0.12308917194604874,0.9999912977218628,480,854,29.0
0,0.0,RIGHT_SHOULDER,-0.16305407881736755,-0.4698472321033478,-0.14432412385940552,0.9999861717224121,480,854,29.0
0,0.0,LEFT_ELBOW,0.21762165427207947,-0.23506762087345123,-0.06772870570421219,0.9938976168632507,480,854,29.0
0,0.0,RIGHT_ELBOW,-0.21160030364990234,-0.2209625095129013,-0.07861876487731934,0.9773074388504028,480,854,29.0
0,0.0,LEFT_WRIST,0.2892209589481354,-0.008817310445010662,-0.13964737951755524,0.9877440333366394,480,854,29.0
0,0.0,RIGHT_WRIST,-0.29580122232437134,0.007802151143550873,-0.15112483501434326,0.9658948183059692,480,854,29.0
0,0.0,LEFT_PINKY,0.30868956446647644,0.07154455035924911,-0.15107280015945435,0.9687893986701965,480,854,29.0
0,0.0,RIGHT_PINKY,-0.3139817714691162,0.08828369528055191,-0.1695045530796051,0.9376832246780396,480,854,29.0
0,0.0,LEFT_INDEX,0.2981727421283722,0.08153001964092255,-0.19481104612350464,0.9722558856010437,480,854,29.0
0,0.0,RIGHT_INDEX,-0.3069341778755188,0.09110427647829056,-0.21118387579917908,0.9440239071846008,480,854,29.0
0,0.0,LEFT_THUMB,0.2840445339679718,0.0104149105027318,-0.15466254949569702,0.9673856496810913,480,854,29.0
0,0.0,RIGHT_THUMB,-0.2884902060031891,0.02694372646510601,-0.16993939876556396,0.9362841844558716,480,854,29.0
0,0.0,LEFT_HIP,0.11610984802246094,0.005464482586830854,0.008326632902026176,0.9998680353164673,480,854,29.0
0,0.0,RIGHT_HIP,-0.11628258973360062,-0.006092444062232971,-0.0071402424946427345,0.999858021736145,480,854,29.0
0,0.0,LEFT_KNEE,0.11779726296663284,0.4202895760536194,-0.005465612281113863,0.996068000793457,480,854,29.0
0,0.0,RIGHT_KNEE,-0.12310831248760223,0.38940179347991943,0.0016365386545658112,0.9972361922264099,480,854,29.0
0,0.0,LEFT_ANKLE,0.14206820726394653,0.7704592943191528,0.12147083878517151,0.9960166811943054,480,854,29.0
0,0.0,RIGHT_ANKLE,-0.11525563895702362,0.7429059743881226,0.1360582560300827,0.9968309998512268,480,854,29.0
0,0.0,LEFT_HEEL,0.15030495822429657,0.8145878314971924,0.12356220185756683,0.941534161567688,480,854,29.0
0,0.0,RIGHT_HEEL,-0.11548250913619995,0.7882707715034485,0.138539120554924,0.9257094860076904,480,854,29.0
0,0.0,LEFT_FOOT_INDEX,0.21592280268669128,0.8714644312858582,0.005897799506783485,0.9933421015739441,480,854,29.0
0,0.0,RIGHT_FOOT_INDEX,-0.14837689697742462,0.849958598613739,0.015879563987255096,0.9943324327468872,480,854,29.0
1,0.034482758620689655,NOSE,0.002264616312459111,-0.614518940448761,-0.32754218578338623,0.9999983906745911,480,854,29.0
1,0.034482758620689655,LEFT_EYE_INNER,0.011183712631464005,-0.653717577457428,-0.31272971630096436,0.9999933242797852,480,854,29.0
1,0.034482758620689655,LEFT_EYE,0.0116262873634696,-0.654207706451416,-0.3120781481266022,0.999992847442627,480,854,29.0
